1,722,,,22,Hériat,Philippe,Čas na lásku,
1,717,5252,,26,Hériat,Philippe,Zlaté mříže,
1,841,5578,,38,Herriot,James,Když se zvěrolékař ožení,
1,806,5482,1986,20,Higuči ,Ičijó,Pět japonských novel,
1,865,5688,1983,30,Edmund,Hillary,Od oceánů k oblakům,
1,860,5697,,18,Hill ,"Norman Williams, Mavis",Půl penny,
1,614,3874,1971,11,Hilton,James,Ztracený obzor,
1,129,15948,,10,Hilton,James,Ztracený obzor,
1,1012,6167,1986,22,Hochhuth,Rolf,Láska v Německu,
1,1136,7012,,15,Hovsephjan,Ruben,Červec nopálový,
1,1333,7569,1977,0,Hugo,Viktor,Dělníci moře,
1,1050,6370,,0,Hugo,Viktor,Devadesát tři,
1,1055,6375,,0,Hugo,Viktor,Devadesát tři,
1,1056,6376,,0,Hugo,Viktor,Devadesát tři,
1,1058,6378,,0,Hugo,Viktor,Devadesát tři,
1,1059,6379,,0,Hugo,Viktor,Devadesát tři,
1,1052,6372,,0,Hugo,Viktor,Devadesát tři,
1,1053,6373,,0,Hugo,Viktor,Devadesát tři,
1,1057,6377,,0,Hugo,Viktor,Devadesát tři,
1,1049,6369,,0,Hugo,Viktor,Devadesát tři,
1,1054,6374,,0,Hugo,Viktor,Devadesát tři,
1,1051,6371,,0,Hugo,Viktor,Devadesát tři,
1,1326,7562,1978,0,Hugo,Viktor,Devadesát tři,
1,66796,5016,1975,57,Hugo,Viktor,Ubožáci,
1,1295,7515,1978,0,Hugo,Viktor,Chrám matky boží v Paříži,
1,1303,7525,1970,0,Hugo,Viktor,"Muž, který se směje",
1,593,3837,1971,30,Huxley,Aldous,Raněný slepotou,
1,135,9599,,8,Chamisso,Adalbert,Podivuhodný příběh Petra Schlemihla,
1,812,5496,,26,Chamisso,Adalbert,Podivuhodný příběh Petra Schlemihla,
1,693,5092,1976,35,Chaucer,Geofrey,Catenburské povídky,
1,1000,6120,1985,24,Chaucer,Geofrey,Catenburské povídky,
1,996,6109,1985,40,Chesterton,Gilbert Keith,Napoleon z Notting Hillu,
1,413,,,18,Chevallier,Gabriel,Zvonokosy,
1,1136,7337,,,Chevallier,Gabriel,Babylón,"Lázně, Zvonokosy"
1,1328,7564,1986,0,Chevrier,Pierre,Saint-Exupéry,
1,352,6396,,20,Chevrier,Pierre,Saint-Exupéry,
1,900,5835,1984,14,Cheyney,Peter,Bláznův gambit,
1,992,6091,1985,28,Christie,Agatha,Smrt na Nilu,
1,571,3789,1970,17,Christie,Agatha,Schůzka se smrtí,
1,772,5388,,27,Chorell,Walentin,Ze skořápky ven,
1,708,5163,1972,25,Innes,Michael,"Hamlete, pomsta!",
1,1180,7161,1990,37,Ivanov,Vsevolod,Zkouška zdravého rozumu,
1,884,5772,1983,17,Ives,John,Strach v hrsti prachu,
1,976,6054,1985,20,Jaeger,Henry,Jasnovidcem proti své vůli,
1,1129,7320,,,Jakes,John,Sever a Jih,
1,1134,7333,,,Jakes,John,Láska a válka,
1,1130,7321,,,Jakes,John,Sever a Jih,
1,486,,,14,Jakobs,Karl - Heinz,Příběh jednoho léta,
1,864,5683,1983,21,Jamesová,Phyllis,Smrt kriminalisty,
1,671,5023,,16,Jerome,Jerome Klapka,Tři muži ve člunu,
1,1086,6462,1988,17,Jesin,Sergej,Imitátor,
1,905,5840,1984,49,Joenpeltová,Eeva,Vichr nezastavíš,
1,768,5371,,,Joho,Wolfgang,Dívka zvaná Kaštánek,
1,707,5162,,36,Johnson,Eyvind,Za časů jeho milosti,
1,1185,7176,1990,22,Joyce,James,Dubliňané,
1,537,3673,1969,20,Kafka,Franz,Zámek,
1,1226,7317,,,Kafka,Franz,Proces,
1,1199,7238,,32,Kafka,Franz,Nezvěstný,
1,192,8353,,10,Katajev,Valentin,Syn pluku,
1,798,5474,,21,Karczewská,Wanda,Fuga na milostné téma,
1,678,5000,1975,20,Karinthy,Ferenc,Vzkaz v láhvi,
1,819,5516,1981,22,Kartooms,Toon,Doktor to zařídí,
